date,AUD_CLOSE,DKK_CLOSE,EUR_CLOSE,HKD_CLOSE,JPY_CLOSE,MXN_CLOSE,NZD_CLOSE,NOK_CLOSE,SEK_CLOSE,CHF_CLOSE,GBP_CLOSE,USD_CLOSE
2007-07-14,0.91,0.19,1.45,0.134069,0.008594,0.1,0.82,0.1827,0.16,0.87,2.1328,1.0485
2007-07-15,0.91,0.19,1.45,0.134069,0.008594,0.1,0.82,0.1827,0.16,0.87,2.1328,1.0485
2007-07-16,0.91,0.19,1.44,0.133333,0.008558,0.1,0.83,0.1821,0.16,0.87,2.1244,1.0428
2007-07-17,0.91,0.19,1.44,0.133417,0.00853,0.1,0.83,0.182,0.16,0.87,2.1347,1.0434
2007-07-18,0.92,0.19,1.44,0.133578,0.008563,0.1,0.83,0.1824,0.16,0.87,2.1439,1.0446
2007-07-19,0.92,0.19,1.44,0.133433,0.008544,0.1,0.83,0.182,0.16,0.87,2.1378,1.0437
2007-07-20,0.92,0.19,1.45,0.134076,0.008651,0.1,0.84,0.183,0.16,0.87,2.1549,1.0485
2007-07-21,0.92,0.19,1.45,0.134076,0.008651,0.1,0.84,0.183,0.16,0.87,2.1549,1.0485
2007-07-22,0.92,0.19,1.45,0.134076,0.008651,0.1,0.84,0.183,0.16,0.87,2.1549,1.0485
2007-07-23,0.92,0.19,1.44,0.133862,0.008639,0.1,0.84,0.1827,0.16,0.87,2.1547,1.047
2007-07-24,0.91,0.19,1.43,0.132669,0.008645,0.1,0.83,0.1805,0.16,0.86,2.1383,1.0378
2007-07-25,0.92,0.19,1.43,0.133003,0.008635,0.1,0.84,0.1794,0.16,0.86,2.136,1.0407
2007-07-26,0.92,0.19,1.45,0.134675,0.008871,0.1,0.83,0.1805,0.16,0.88,2.1587,1.0536
2007-07-27,0.91,0.19,1.45,0.135689,0.008937,0.1,0.81,0.1805,0.16,0.88,2.1506,1.0618
2007-07-28,0.91,0.19,1.45,0.135689,0.008937,0.1,0.81,0.1805,0.16,0.88,2.1506,1.0618
2007-07-29,0.91,0.19,1.45,0.135689,0.008937,0.1,0.81,0.1805,0.16,0.88,2.1506,1.0618
2007-07-30,0.91,0.2,1.46,0.136537,0.008982,0.1,0.82,0.1829,0.16,0.89,2.1636,1.0684
2007-07-31,0.91,0.2,1.46,0.136311,0.009007,0.1,0.81,0.183,0.16,0.89,2.1669,1.0668
2007-08-01,0.9,0.19,1.45,0.135069,0.008906,0.1,0.81,0.1812,0.16,0.88,2.1478,1.0575
2007-08-02,0.9,0.19,1.44,0.13457,0.008838,0.1,0.81,0.1816,0.16,0.87,2.1456,1.0534
2007-08-03,0.9,0.2,1.45,0.134695,0.008932,0.1,0.8,0.1827,0.16,0.89,2.1527,1.0545
2007-08-04,0.9,0.2,1.45,0.134695,0.008932,0.1,0.8,0.1827,0.16,0.89,2.1527,1.0545
2007-08-05,0.9,0.2,1.45,0.134695,0.008932,0.1,0.8,0.1827,0.16,0.89,2.1527,1.0545
2007-08-06,0.9,0.2,1.45,0.134695,0.008932,0.1,0.8,0.1827,0.16,0.89,2.1527,1.0545
2007-08-07,0.9,0.19,1.45,0.134559,0.008873,0.1,0.8,0.1814,0.16,0.88,2.1309,1.0535
2007-08-08,0.9,0.19,1.45,0.133982,0.008761,0.1,0.81,0.1822,0.16,0.88,2.1356,1.0487
2007-08-09,0.9,0.19,1.44,0.135042,0.008936,0.1,0.8,0.1818,0.16,0.88,2.1377,1.0565
2007-08-10,0.89,0.19,1.44,0.134714,0.008888,0.1,0.79,0.1808,0.16,0.88,2.1309,1.0535
2007-08-11,0.89,0.19,1.44,0.134714,0.008888,0.1,0.79,0.1808,0.16,0.88,2.1309,1.0535
2007-08-12,0.89,0.19,1.44,0.134714,0.008888,0.1,0.79,0.1808,0.16,0.88,2.1309,1.0535
2007-08-13,0.89,0.19,1.43,0.134622,0.00891,0.1,0.78,0.1796,0.15,0.87,2.1202,1.0532
2007-08-14,0.89,0.19,1.44,0.136355,0.009056,0.1,0.78,0.1809,0.15,0.88,2.1311,1.0667
2007-08-15,0.88,0.19,1.45,0.137749,0.009237,0.1,0.77,0.1823,0.15,0.88,2.1456,1.0778
2007-08-16,0.85,0.19,1.44,0.137528,0.009443,0.1,0.74,0.1799,0.15,0.88,2.1318,1.0753
2007-08-17,0.85,0.19,1.43,0.135842,0.009294,0.1,0.74,0.1786,0.15,0.88,2.1035,1.0614
2007-08-18,0.85,0.19,1.43,0.135842,0.009294,0.1,0.74,0.1786,0.15,0.88,2.1035,1.0614
2007-08-19,0.85,0.19,1.43,0.135842,0.009294,0.1,0.74,0.1786,0.15,0.88,2.1035,1.0614
2007-08-20,0.85,0.19,1.42,0.134859,0.009169,0.09,0.74,0.1781,0.15,0.87,2.0956,1.0541
2007-08-21,0.85,0.19,1.43,0.136259,0.009296,0.1,0.74,0.1789,0.15,0.88,2.1085,1.0636
2007-08-22,0.86,0.19,1.44,0.136211,0.00924,0.1,0.75,0.1803,0.15,0.88,2.1186,1.0636
2007-08-23,0.87,0.19,1.43,0.135153,0.009092,0.1,0.75,0.1799,0.15,0.87,2.1154,1.0553
2007-08-24,0.87,0.19,1.44,0.134888,0.009039,0.1,0.76,0.1808,0.15,0.88,2.1181,1.052
2007-08-25,0.87,0.19,1.44,0.134888,0.009039,0.1,0.76,0.1808,0.15,0.88,2.1181,1.052
2007-08-26,0.87,0.19,1.44,0.134888,0.009039,0.1,0.76,0.1808,0.15,0.88,2.1181,1.052
2007-08-27,0.87,0.19,1.44,0.135122,0.009085,0.1,0.76,0.1809,0.15,0.88,2.1221,1.0543
2007-08-28,0.87,0.19,1.45,0.136567,0.009311,0.1,0.74,0.1823,0.15,0.89,2.1339,1.0651
2007-08-29,0.87,0.19,1.45,0.135961,0.009128,0.1,0.75,0.1819,0.15,0.88,2.1402,1.0605
2007-08-30,0.86,0.19,1.44,0.135775,0.009139,0.1,0.74,0.1817,0.15,0.88,2.1294,1.0586
2007-08-31,0.86,0.19,1.44,0.135461,0.009122,0.1,0.74,0.1812,0.15,0.87,2.1294,1.0562
2007-09-01,0.86,0.19,1.44,0.135461,0.009122,0.1,0.74,0.1812,0.15,0.87,2.1294,1.0562
2007-09-02,0.86,0.19,1.44,0.135461,0.009122,0.1,0.74,0.1812,0.15,0.87,2.1294,1.0562
2007-09-03,0.86,0.19,1.44,0.135461,0.009122,0.1,0.74,0.1812,0.15,0.87,2.1294,1.0562
2007-09-04,0.86,0.19,1.43,0.134634,0.009027,0.1,0.73,0.1808,0.15,0.87,2.1137,1.0494
2007-09-05,0.87,0.19,1.44,0.135181,0.009143,0.1,0.72,0.1822,0.15,0.88,2.1289,1.0535
2007-09-06,0.87,0.19,1.44,0.135147,0.009123,0.1,0.73,0.1824,0.15,0.88,2.1301,1.0525
